search_keyword,taxId,name,branch,branchCode,branchType,addressLocal,zipCode,contactGroup
ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด,0105538123650,บริษัท ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด                                                                                                                              ,,00009,สาขา,"96 ยูนิต I 304,I 305 ถนนรามคำแหง แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร",10240,3
ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด,0105538123650,บริษัท ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด                                                                                                                              ,,00013,สาขา,88/4 หมู่11 ตำบลบางโฉลง อำเภอบางพลี สมุทรปราการ,10540,3
ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด,0105538123650,บริษัท ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด                                                                                                                              ,,00001,สาขา,333/14 หมู่3 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10540,3
ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด,0105538123650,บริษัท ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด                                                                                                                              ,,00007,สาขา,62 หมู่1 ถนนบางนา-ตราด (กิโลเมตรที่ 20) ตำบลศีรษะจรเข้ใหญ่ อำเภอบางเสาธง สมุทรปราการ,10540,3
ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด,0105538123650,บริษัท ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด                                                                                                                              ,,00011,สาขา,88/5-6 หมู่11 ตำบลบางโฉลง อำเภอบางพลี สมุทรปราการ,10540,3
ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด,0105538123650,บริษัท ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด                                                                                                                              ,,00006,สาขา,2533 ถนนสุขุมวิท แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร,10260,3
ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด,0105538123650,บริษัท ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด                                                                                                                              ,,00010,สาขา,333/24 หมู่3 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10570,3
ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด,0105538123650,บริษัท ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด                                                                                                                              ,,00014,สาขา,230 หมู่5 ถนนเชียงใหม่-ลำปาง ตำบลหนองผึ้ง อำเภอสารภี เชียงใหม่,50140,3
ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด,0105538123650,บริษัท ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด                                                                                                                              ,,00008,สาขา,855 ถนนพระราม 3 แขวงบางโพงพาง เขตยานนาวา กรุงเทพมหานคร,10120,3
ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด,0105538123650,บริษัท ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด                                                                                                                              ,,00012,สาขา,333/30 หมู่3 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10570,3
ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด,0105538123650,บริษัท ดีทแฮล์ม เคลเลอร์ โลจิสติกส์ จำกัด                                                                                                                              ,สำนักงานใหญ่,00000,สำนักงานใหญ่,2106 ถนนสุขุมวิท แขวงพระโขนงใต้ เขตพระโขนง กรุงเทพมหานคร,10260,3
เดนติก้า จำกัด,0105534048114,บริษัท เดนติก้า จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,2533 ถนนสุขุมวิท แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร,10260,3
พรอส ฟาร์มา จำกัด,0105551105503,บริษัท พรอส ฟาร์มา จำกัด,,00001,สาขา,193 หมู่1 ถนนสุขสวัสดิ์ ตำบลปากคลองบางปลากด อำเภอพระสมุทรเจดีย์ สมุทรปราการ,10290,3
พรอส ฟาร์มา จำกัด,0105551105503,บริษัท พรอส ฟาร์มา จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,821 ถนนรามอินทรา แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร,10230,3
แอลเลอร์เทค จำกัด,0115539008692,บริษัท แอลเลอร์เทค จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,77/1 ซอยร่วมฤดี 2 ถนนเพลินจิต แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร,10330,3
อัลลายแอนซ์ ฟาร์มา จำกัด,0105550012676,บริษัท อัลลายแอนซ์ ฟาร์มา จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,128 ชั้น 1 ถนนสุทธิสารวินิจฉัย แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร,10310,3
อัลลายแอนซ์ ฟาร์มา จำกัด,0105550012676,บริษัท อัลลายแอนซ์ ฟาร์มา จำกัด,,00002,สาขา,67/1 ถนนสุทธิสารวินิจฉัย แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร,10310,3
อัลลายแอนซ์ ฟาร์มา จำกัด,0105550012676,บริษัท อัลลายแอนซ์ ฟาร์มา จำกัด,,00001,สาขา,65/13 ซอยโชคชัยร่วมมิตร แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร,10900,3
เดรเกอร์ เมดิคัล (ประเทศไทย) จำกัด,0105544087619,บริษัท เดรเกอร์ เมดิคัล (ประเทศไทย) จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,"111 ชั้น 9 ยูนิต 902,903,904 อาคารทรู ดิจิทัล พาร์ค เวสต์ อาคารยูนิคอร์น ถนนสุขุมวิท แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร",10260,3
บ้วนสุนโอสถ,0735535000381,บริษัท บ้วนสุนโอสถ 2 จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,291-293 ถนนรถไฟ ตำบลพระปฐมเจดีย์ อำเภอเมืองนครปฐม นครปฐม,73000,3
ฮีลลอล ฟาร์มาซูติคอล จำกัด,0115541000300,บริษัท ฮีลลอล ฟาร์มาซูติคอล จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,1112/88-90 ถนนสุขุมวิท แขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร,10110,3
เม็ดส์ แอนด์ เม็ดส์ จำกัด,0105549036095,บริษัท เม็ดส์ แอนด์ เม็ดส์ จำกัด,,00001,สาขา,99/19 หมู่3 ถนนบางนา-ตราด กม.23 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10540,3
เม็ดส์ แอนด์ เม็ดส์ จำกัด,0105549036095,บริษัท เม็ดส์ แอนด์ เม็ดส์ จำกัด,,00003,สาขา,99/2 หมู่3 ถนนบางนา-ตราด กม.23 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10540,3
เม็ดส์ แอนด์ เม็ดส์ จำกัด,0105549036095,บริษัท เม็ดส์ แอนด์ เม็ดส์ จำกัด,,00002,สาขา,99/20 หมู่3 ถนนบางนา-ตราด กม.23 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10540,3
เม็ดส์ แอนด์ เม็ดส์ จำกัด,0105549036095,บริษัท เม็ดส์ แอนด์ เม็ดส์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,87/1 ชั้น 10 ยูนิต S 10005 อาคารแคปปิตอล ทาวเวอร์ ออลซีซั่นส์เพลส ถนนวิทยุ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร,10330,3
เรดอน,0105530065090,บริษัท เรดอน จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,13/10 หมู่15 ถนนตลิ่งชัน-สุพรรณบุรี ตำบลบางแม่นาง อำเภอบางใหญ่ นนทบุรี,11140,3
ธงทองโอสถ จำกัด,0245558000412,บริษัท ธงทองโอสถ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,65 หมู่8 ตำบลบางขวัญ อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา,24000,3
แอตแลนต้า เมดดิคแคร์ จำกัด,0105549004037,บริษัท แอตแลนต้า เมดดิคแคร์ จำกัด,,00001,สาขา,108 หมู่3 ตำบลขี้เหล็ก อำเภอแม่แตง เชียงใหม่,50150,3
แอตแลนต้า เมดดิคแคร์ จำกัด,0105549004037,บริษัท แอตแลนต้า เมดดิคแคร์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,9 ซอยรามอินทรา 19 แยก 1 แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร,10220,3
ไบโอวาลิส จำกัด,0105553022311,บริษัท ไบโอวาลิส จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,23 ซอยอุดมสุข 37 ถนนสุขุมวิท 103 แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร,10260,3
ไทยเอฟดี จำกัด,0135549002981,บริษัท ไทยเอฟดี จำกัด,,00001,สาขา,18 ซอยสว่าง 7 ถนนสี่พระยา แขวงมหาพฤฒาราม เขตบางรัก กรุงเทพมหานคร,10500,3
ไทยเอฟดี จำกัด,0135549002981,บริษัท ไทยเอฟดี จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,78/9 หมู่1 ตำบลมหาสวัสดิ์ อำเภอบางกรวย นนทบุรี,11130,3
จีไอเอส ฟาร์มา,0103545032387,ห้างหุ้นส่วนจำกัด จีไอเอส ฟาร์มา,สำนักงานใหญ่,00000,สำนักงานใหญ่,1350/714 ชั้น 1 อาคารไทยรงค์ ทาวเวอร์ ถนนพัฒนาการ แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,10250,3
จีไอเอส ฟาร์มา,0103545032387,ห้างหุ้นส่วนจำกัด จีไอเอส ฟาร์มา,,00005,สาขา,1350/709 ชั้น 1 อาคารไทยรงค์ทาวเวอร์ ถนนพัฒนาการ แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,10250,3
จีไอเอส ฟาร์มา,0103545032387,ห้างหุ้นส่วนจำกัด จีไอเอส ฟาร์มา,,00003,สาขา,1350/708 อาคารไทยรงค์ทาวเวอร์ ถนนพัฒนาการ แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,10250,3
จีไอเอส ฟาร์มา,0103545032387,ห้างหุ้นส่วนจำกัด จีไอเอส ฟาร์มา,,00002,สาขา,1350/710 ชั้น 1 อาคารไทยรงค์ทาวเวอร์ ถนนพัฒนาการ แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,10250,3
จีไอเอส ฟาร์มา,0103545032387,ห้างหุ้นส่วนจำกัด จีไอเอส ฟาร์มา,,00004,สาขา,1350/703 ชั้น 1 อาคารไทยรงค์ทาวเวอร์ ถนนพัฒนาการ แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,10250,3
จีไอเอส ฟาร์มา,0103545032387,ห้างหุ้นส่วนจำกัด จีไอเอส ฟาร์มา,,00001,สาขา,1350/94-96 ชั้น 8 อาคารไทยรงค์ทาวเวอร์ ถนนพัฒนาการ แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,10250,3
101 เมดิแคร์ จำกัด,0105551003204,บริษัท 101 เมดิแคร์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,1730/384 หมู่บ้านบ้านพฤกษา 61 ซอยเพชรเกษม 63 แขวงหลักสอง เขตบางแค กรุงเทพมหานคร,10160,3
เฮลธ์แคร์ อาร์ อัส จำกัด,0125551001317,บริษัท เฮลธ์แคร์ อาร์ อัส จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,39/238 ซอยม.เพชรเกษม 4 ถนนทวีวัฒนา แขวงหนองค้างพลู เขตหนองแขม กรุงเทพมหานคร,10160,3
เบตเตอร์ เมดิคอล แคร์ จำกัด,0105550043181,บริษัท เบตเตอร์ เมดิคอล แคร์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,61 ซอยพัฒนาการ 69 แยก 2-3-4 ถนนพัฒนาการ แขวงประเวศ เขตประเวศ กรุงเทพมหานคร,10250,3
วิลแฮล์ม ฟาร์มาซูติคอล จำกัด,0125551001210,บริษัท วิลแฮล์ม ฟาร์มาซูติคอล จำกัด                                                                                                                                    ,สำนักงานใหญ่,00000,สำนักงานใหญ่,735/2 ชั้น 1 ยูนิต B1 12 อาคารB ถนนศรีนครินทร์ แขวงพัฒนาการ เขตสวนหลวง กรุงเทพมหานคร,10250,3
เมดิก้าแคร์ จำกัด,0105551108090,บริษัท เมดิก้าแคร์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,414/53 ถนนพุทธมณฑลสาย 2 แขวงบางไผ่ เขตบางแค กรุงเทพมหานคร,10160,3
โมเดิร์น ฟาร์มา จำกัด,0115553015064,บริษัท โมเดิร์น ฟาร์มา จำกัด,,00002,สาขา,99/20 หมู่3 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10540,3
โมเดิร์น ฟาร์มา จำกัด,0115553015064,บริษัท โมเดิร์น ฟาร์มา จำกัด,,00003,สาขา,99/2 หมู่3 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10540,3
โมเดิร์น ฟาร์มา จำกัด,0115553015064,บริษัท โมเดิร์น ฟาร์มา จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,197/1 หมู่1 ถนนสุขสวัสดิ์ ตำบลปากคลองบางปลากด อำเภอพระสมุทรเจดีย์ สมุทรปราการ,10290,3
โมเดิร์น ฟาร์มา จำกัด,0115553015064,บริษัท โมเดิร์น ฟาร์มา จำกัด,,00004,สาขา,345 หมู่15 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10540,3
โมเดิร์น ฟาร์มา จำกัด,0115553015064,บริษัท โมเดิร์น ฟาร์มา จำกัด,,00001,สาขา,99/19 หมู่3 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10540,3
ไบโอโนว่า จำกัด,0105551104078,บริษัท ไบโอโนว่า จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,1730/373 หมู่บ้านบ้านพฤกษา61 ซอยเพชรเกษม 63 แขวงหลักสอง เขตบางแค กรุงเทพมหานคร,10160,3
วี อาร์ พี เด้นท์ จำกัด,0105536112375,บริษัท วี อาร์ พี เด้นท์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,452 ชั้น 4 ถนนเพชรบุรี แขวงทุ่งพญาไท เขตราชเทวี กรุงเทพมหานคร,10400,3
รักษ์สุข จำกัด,0105563040584,บริษัท ปอเปิ่น รักษ์สุข จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,17 ซอยหมู่บ้านเสรีวิลล่า แยก 2 ถนนศรีนครินทร์ แขวงหนองบอน เขตประเวศ กรุงเทพมหานคร,10250,3
รักษ์สุข จำกัด,0205549009496,บริษัท รักษ์สุข จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,132 หมู่5 ตำบลบางละมุง อำเภอบางละมุง ชลบุรี,20150,3
โนว่า เฮลธ์แคร์ จำกัด,0105551117242,บริษัท โนว่า เฮลธ์แคร์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,502 ถนนบางบอน 3 แขวงหลักสอง เขตบางแค กรุงเทพมหานคร,10160,3
ซิมเจนส์ จำกัด,0105555146841,บริษัท ซิมเจนส์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,1/102 ซอยงามวงศ์วาน 43 แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร,10210,3
พีเอ็มแอล ฟาร์มาซูติคอลส์ จำกัด,0105550000724,บริษัท พีเอ็มแอล ฟาร์มาซูติคอลส์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,56 ซอยสุภาพงษ์ 1 ถนนศรีนครินทร์ แขวงหนองบอน เขตประเวศ กรุงเทพมหานคร,10250,3
เทคโนเมดิคัล จำกัด (มหาชน),0107559000117,บริษัท เทคโนเมดิคัล จำกัด (มหาชน),,00001,สาขา,11/16-17 หมู่9 ถนนบางนา-ตราด (กม.19) ตำบลบางโฉลง อำเภอบางพลี สมุทรปราการ,10540,3
เทคโนเมดิคัล จำกัด (มหาชน),0107559000117,บริษัท เทคโนเมดิคัล จำกัด (มหาชน),สำนักงานใหญ่,00000,สำนักงานใหญ่,29 ซอยลาดพร้าว 92 แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร,10310,3
เทคโนเมดิคัล จำกัด (มหาชน),0107559000117,บริษัท เทคโนเมดิคัล จำกัด (มหาชน),,00003,สาขา,39 อาคารจรรโลงบุตร ซอยลาดพร้าว 92 (ลมเย็น) ถนนลาดพร้าว แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร,10310,3
สยามไบโอไซเอนซ์ จำกัด,0105552083511,บริษัท สยามไบโอไซเอนซ์ จำกัด,,00001,สาขา,99 หมู่4 ถนนไทรน้อย-วัดต้นเชือก (นบ5014) ตำบลบ้านใหม่ อำเภอบางใหญ่ นนทบุรี,11140,3
สยามไบโอไซเอนซ์ จำกัด,0105552083511,บริษัท สยามไบโอไซเอนซ์ จำกัด,,00002,สาขา,99/2 หมู่3 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10570,3
สยามไบโอไซเอนซ์ จำกัด,0105552083511,บริษัท สยามไบโอไซเอนซ์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,44 ชั้น 18 ยูนิต ยูนิต เอ อาคารศรีจุลทรัพย์ ถนนพระราม 1 แขวงรองเมือง เขตปทุมวัน กรุงเทพมหานคร,10330,3
สยามไบโอไซเอนซ์ จำกัด,0105552083511,บริษัท สยามไบโอไซเอนซ์ จำกัด,,00005,สาขา,345 หมู่15 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10570,3
สยามไบโอไซเอนซ์ จำกัด,0105552083511,บริษัท สยามไบโอไซเอนซ์ จำกัด,,00004,สาขา,99/20 หมู่3 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10570,3
สยามไบโอไซเอนซ์ จำกัด,0105552083511,บริษัท สยามไบโอไซเอนซ์ จำกัด,,00003,สาขา,99/19 หมู่3 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10570,3
เมดติจูด จำกัด,0125549004045,บริษัท เมดติจูด จำกัด,,00001,สาขา,99/19 หมู่3 ถนนบางนา-ตราด กม.23 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10540,3
เมดติจูด จำกัด,0125549004045,บริษัท เมดติจูด จำกัด,,00003,สาขา,99/2 หมู่3 ถนนบางนา-ตราด กม.23 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10540,3
เมดติจูด จำกัด,0125549004045,บริษัท เมดติจูด จำกัด,,00002,สาขา,99/20 หมู่3 ถนนบางนา-ตราด กม.23 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10540,3
เมดติจูด จำกัด,0125549004045,บริษัท เมดติจูด จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,63 ชั้น 23 ยูนิต 16 อาคารแอทธินี ทาวเวอร์ ถนนวิทยุ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร,10330,3
เอฟ.ซี.พี. จำกัด,0115539002911,บริษัท เอฟ.ซี.พี. จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,45 หมู่4 ตำบลคลองอุดมชลจร อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา,24000,3
อภัยภูเบศร,0993000130782,มูลนิธิ โรงพยาบาลเจ้าพระยาอภัยภูเบศร ในพระอุปถัมภ์สมเด็จพระเจ้าภคินีเธอ เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภาพัณณวดี,สำนักงานใหญ่,00000,สำนักงานใหญ่,32/7 หมู่12 ตำบลท่างาม อำเภอเมืองปราจีนบุรี ปราจีนบุรี,25000,1
โปรทาสค์ จำกัด,0105543051076,บริษัท โปรทาสค์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,1201/45 ซอยลาดพร้าว 94 ถนนลาดพร้าว แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร,10310,3
โอสถ อินเตอร์,0105530033848,บริษัท โอสถ อินเตอร์ แลบบอราทอรีส์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,600/9 หมู่11 ถนนสุขาภิบาล 8 ตำบลหนองขาม อำเภอศรีราชา ชลบุรี,20230,3
โอสถ อินเตอร์,0105530033848,บริษัท โอสถ อินเตอร์ แลบบอราทอรีส์ จำกัด,,00006,สาขา,600/4 หมู่11 ถนนสุขาภิบาล 8 ตำบลหนองขาม อำเภอศรีราชา ชลบุรี,20230,3
โอสถ อินเตอร์,0105530033848,บริษัท โอสถ อินเตอร์ แลบบอราทอรีส์ จำกัด,,00003,สาขา,313/6 หมู่1 ตำบลบึง อำเภอศรีราชา ชลบุรี,20230,3
โอสถ อินเตอร์,0105530033848,บริษัท โอสถ อินเตอร์ แลบบอราทอรีส์ จำกัด,,00005,สาขา,"88,88/1-3,88/5-6 หมู่11 ตำบลบางโฉลง อำเภอบางพลี สมุทรปราการ",10540,3
โอสถ อินเตอร์,0105530033848,บริษัท โอสถ อินเตอร์ แลบบอราทอรีส์ จำกัด,,00002,สาขา,"10 ชั้น 5,7-8 ซอยนราธิวาสราชนครินทร์ 8 ถนนนราธิวาสราชนครินทร์ แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร",10120,3
ซีฟาม จำกัด,0145537000244,บริษัท ซีฟาม จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,20/20 หมู่3 ตำบลสามเมือง อำเภอลาดบัวหลวง พระนครศรีอยุธยา,13230,3
บีเจเอช เมดิคอล จำกัด,0105558143818,บริษัท บีเจเอช เมดิคอล จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,99 ซอยรูเบีย ถนนสุขุมวิท 42 แขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร,10110,3
ลีดเดอร์พลัส เมดดิคอล จำกัด,0105555093372,บริษัท ลีดเดอร์พลัส เมดดิคอล จำกัด,,00001,สาขา,62/19 หมู่13 ตำบลราชาเทวะ อำเภอบางพลี สมุทรปราการ,10540,3
ลีดเดอร์พลัส เมดดิคอล จำกัด,0105555093372,บริษัท ลีดเดอร์พลัส เมดดิคอล จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,103/4 ซอยลาดพร้าว 26 แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร,10900,3
แม็กซิมอินเตอร์คอร์ปอร์เรชั่น จำกัด,0105527014765,บริษัท แม็กซิมอินเตอร์คอร์ปอร์เรชั่น จำกัด,,00004,สาขา,30 ซอยรามคำแหง 60 แยก 10 (สวนสน 10) แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร,10240,3
แม็กซิมอินเตอร์คอร์ปอร์เรชั่น จำกัด,0105527014765,บริษัท แม็กซิมอินเตอร์คอร์ปอร์เรชั่น จำกัด,,00003,สาขา,640/58-59 ซอยเพชรบุรี 22 ถนนเพชรบุรี แขวงถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร,10400,3
แม็กซิมอินเตอร์คอร์ปอร์เรชั่น จำกัด,0105527014765,บริษัท แม็กซิมอินเตอร์คอร์ปอร์เรชั่น จำกัด,,00001,สาขา,640/56-57 ซอยเพชรบุรี 22 ถนนเพชรบุรี แขวงถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร,10400,3
แม็กซิมอินเตอร์คอร์ปอร์เรชั่น จำกัด,0105527014765,บริษัท แม็กซิมอินเตอร์คอร์ปอร์เรชั่น จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,640/53-54 ซอยเพชรบุรี22 ถนนเพชรบุรี แขวงถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร,10400,3
พรีเมด ฟาร์มา พลัส จำกัด,0105563011312,บริษัท พรีเมด ฟาร์มา พลัส จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,17 ซอยอ่อนนุช 64 แขวงอ่อนนุช เขตสวนหลวง กรุงเทพมหานคร,10250,3
เอเบิ้ล เมดิคอล จำกัด,0105555008979,บริษัท เอเบิ้ล เมดิคอล จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,135 ชั้น 2 ซอยรามอินทรา 23 แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร,10220,3
เอเบิ้ล เมดิคอล จำกัด,0105555008979,บริษัท เอเบิ้ล เมดิคอล จำกัด,,00001,สาขา,111 หมู่9 ตำบลหนองซอน อำเภอเชียงยืน มหาสารคาม,44160,3
ESAI,0992800004535,วิสาหกิจชุมชน Maesai One Winery                                                                                                                                               ,สำนักงานใหญ่,00000,สำนักงานใหญ่,76/2 หมู่12 ตำบลโป่งผา อำเภอแม่สาย เชียงราย,57130,1
สเปเชียลตี้ อินโนเวชั่น จำกัด,0105555024877,บริษัท สเปเชียลตี้ อินโนเวชั่น จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,9 หมู่21 ตำบลบางพลีใหญ่ อำเภอบางพลี สมุทรปราการ,10540,3
สเปเชียลตี้ อินโนเวชั่น จำกัด,0105559062358,บริษัท ล็อกซ์เทรด สเปเชียลตี้ อินโนเวชั่น จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,102 ถนนณ ระนอง แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร,10110,3
พนาพัฒน์ คอมเมอร์เชียล จำกัด,0115565006944,บริษัท พนาพัฒน์ คอมเมอร์เชียล จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,888/227 ซอยยิ่งเจริญ 1 หมู่19 ถนนบางพลี-ตำหรุ ตำบลบางพลีใหญ่ อำเภอบางพลี สมุทรปราการ,10540,3
เจริญสุขเภสัช,0105510004311,บริษัท เจริญสุขเภสัชฮุ่นชิว จำกัด,,00001,สาขา,191 ซอยเกสสุวรรณ ถนนเพชรเกษม แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร,10160,3
เจริญสุขเภสัช,0105510004311,บริษัท เจริญสุขเภสัชฮุ่นชิว จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,99/9 ซอยวัดสุวรรณราม หมู่2 ถนนปิ่นเกล้า-นครชัยศรี ตำบลบางเตย อำเภอสามพราน นครปฐม,73110,3
สมุนไพรไทย จำกัด,0105556176069,บริษัท สมุนไพรไทย จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,364/1 ซอยลาดพร้าว 94 (ปัญจมิตร) ถนนศรีวรา แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร,10310,3
สมุนไพรไทย จำกัด,0515548000328,บริษัท จันทร์รติ สมุนไพรไทย จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,202/13 หมู่2 ตำบลบ้านโฮ่ง อำเภอบ้านโฮ่ง ลำพูน,51130,3
สมุนไพรไทย จำกัด,0125546006241,บริษัท กองทอง สมุนไพรไทย จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,46/53 หมู่2 ตำบลบางตลาด อำเภอปากเกร็ด นนทบุรี,11120,3
สมุนไพรไทย จำกัด,0135553008921,บริษัท เอสโก้สมุนไพรไทย จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,1/81 ซอยบงกช 59 หมู่3 ตำบลคลองสอง อำเภอคลองหลวง ปทุมธานี,12120,3
